NR_CONVENIO;NR_PARCELA_CRONO_DESEMBOLSO;MES_CRONO_DESEMBOLSO;ANO_CRONO_DESEMBOLSO;TIPO_RESP_CRONO_DESEMBOLSO;VALOR_PARCELA_CRONO_DESEMBOLSO
962686;7;1;2026;Concedente;334534,22
962686;8;7;2025;Convenente;5068,7
962686;9;8;2025;Convenente;5068,7
962686;10;9;2025;Convenente;5068,7
962686;11;10;2025;Convenente;5068,7
962686;12;11;2025;Convenente;5068,7
962686;13;12;2025;Convenente;5068,7
962686;14;1;2026;Convenente;3379,14
967385;1;12;2024;Convenente;113409,88
967385;2;6;2025;Concedente;1684136,77
967385;3;7;2025;Concedente;1684136,77
967385;4;8;2025;Concedente;1684136,77
967385;5;9;2025;Concedente;1684136,77
967385;6;10;2025;Concedente;1684136,77
967385;7;11;2025;Concedente;1684136,82
967385;8;12;2025;Concedente;1122757,85
964246;1;8;2024;Concedente;818790,82
964246;2;8;2024;Convenente;55137,43
964246;3;1;2025;Concedente;818790,8
964246;4;2;2025;Concedente;818790,8
964246;5;3;2025;Concedente;818790,8
964246;6;4;2025;Concedente;818790,8
964246;7;5;2025;Concedente;818790,8
964246;8;6;2025;Concedente;545860,53
960739;1;6;2025;Convenente;42820
960739;2;12;2025;Convenente;42820
960739;3;1;2025;Convenente;20916,88
960739;4;8;2025;Concedente;1582369,69
960739;5;9;2025;Concedente;1582369,69
960739;6;10;2025;Concedente;1582369,69
960739;7;11;2025;Concedente;1582369,69
960739;8;12;2025;Concedente;1582369,69
960739;9;1;2026;Concedente;1582369,69
960739;10;2;2026;Concedente;1054913,1
959929;1;7;2025;Convenente;32438
959929;2;8;2025;Convenente;54064
959929;3;9;2025;Convenente;22846,57
959929;4;7;2025;Concedente;1623826,09
959929;5;8;2025;Concedente;1623826,09
959929;6;9;2025;Concedente;1623826,09
959929;7;10;2025;Concedente;1623826,09
959929;8;11;2025;Concedente;1623826,09
959929;9;12;2025;Concedente;1623826,09
959929;10;1;2026;Concedente;1082550,72
960871;1;12;2024;Concedente;828675,86
960871;2;5;2025;Concedente;828675,86
960871;3;9;2025;Concedente;828675,86
960871;4;12;2024;Convenente;45000
960871;5;9;2024;Concedente;828675,86
960871;6;9;2024;Convenente;11466,33
960871;7;12;2025;Concedente;828675,86
960871;8;4;2026;Concedente;828675,86
960871;9;7;2026;Concedente;552450,54
962538;1;7;2025;Concedente;895030,48
962538;2;8;2025;Concedente;895030,48
962538;3;9;2025;Concedente;895030,48
962538;4;10;2025;Concedente;895030,48
962538;5;11;2025;Concedente;895030,48
962538;6;12;2025;Concedente;895030,48
962538;7;1;2026;Concedente;596687
962538;8;7;2025;Convenente;9040,71
962538;9;8;2025;Convenente;9040,71
962538;10;9;2025;Convenente;9040,71
962538;11;10;2025;Convenente;9040,71
962538;12;11;2025;Convenente;9040,71
962538;13;12;2025;Convenente;9040,71
962538;14;1;2026;Convenente;6027,15
960803;1;6;2025;Concedente;797589,34
960803;2;7;2024;Convenente;53709,72
960803;3;7;2025;Concedente;797589,34
960803;4;8;2025;Concedente;797589,34
960803;5;9;2025;Concedente;797589,34
960803;6;10;2025;Concedente;797589,34
960803;7;11;2025;Concedente;797589,34
960803;8;12;2025;Concedente;531726,27
960971;1;7;2024;Concedente;519208,37
960971;2;8;2024;Concedente;519208,37
960971;3;9;2024;Concedente;519208,37
960971;4;10;2024;Concedente;519208,37
960971;5;11;2024;Concedente;519208,37
960971;6;12;2024;Concedente;519208,37
960971;7;1;2025;Concedente;346138,93
960971;8;7;2024;Convenente;5707,67
960971;9;8;2024;Convenente;5707,67
960971;10;9;2024;Convenente;5707,67
960971;11;10;2024;Convenente;5707,67
960971;12;11;2024;Convenente;5707,67
960971;13;12;2024;Convenente;5707,67
960971;14;1;2025;Convenente;3805,17
961130;1;1;2025;Convenente;34032,48
961130;2;2;2025;Convenente;45376,64
961130;3;3;2025;Convenente;34032,5
961130;4;1;2025;Concedente;1684608
961130;5;2;2025;Concedente;1684608
961130;6;3;2025;Concedente;1684608
961130;7;4;2025;Concedente;1684608
961130;8;5;2025;Concedente;1684608
961130;9;6;2025;Concedente;1684608
961130;10;7;2025;Concedente;1123072,47
959015;1;7;2024;Convenente;53415,94
959015;2;1;2026;Concedente;793105,46
959015;3;12;2025;Concedente;793105,46
959015;4;2;2026;Concedente;793105,46
959015;5;4;2026;Concedente;793105,46
959015;6;3;2026;Concedente;793105,46
959015;7;5;2026;Concedente;793105,46
959015;8;6;2026;Concedente;528736,97
959959;1;12;2024;Concedente;1291677,71
959959;2;3;2025;Concedente;1291677,71
959959;3;6;2025;Concedente;1291677,71
959959;4;9;2025;Concedente;1291677,71
959959;5;12;2024;Convenente;13193,21
959959;6;3;2025;Convenente;13193,21
959959;7;6;2025;Convenente;13193,21
959959;8;9;2025;Convenente;13193,21
959959;9;12;2025;Concedente;1291677,71
959959;10;3;2026;Concedente;1291677,71
959959;11;5;2026;Concedente;861118,49
959959;12;12;2025;Convenente;13193,21
959959;13;3;2026;Convenente;13193,21
959959;14;5;2026;Convenente;7822,4
960784;1;8;2025;Concedente;1582369,69
960784;2;9;2025;Concedente;1582369,69
960784;3;10;2025;Concedente;1582369,69
960784;4;11;2025;Concedente;1582369,69
960784;5;12;2025;Concedente;1582369,69
960784;6;1;2026;Concedente;1582369,69
960784;7;2;2026;Concedente;1054913,1
960784;8;12;2025;Convenente;25076,04
960784;9;2;2026;Convenente;50152,07
960784;10;3;2026;Convenente;50152,08
959014;1;7;2025;Concedente;793105,46
959014;2;5;2025;Convenente;54402,78
959014;3;5;2025;Concedente;793105,46
959014;4;6;2025;Concedente;793105,46
959014;5;8;2025;Concedente;793105,46
959014;6;9;2025;Concedente;793105,46
959014;7;10;2025;Concedente;793105,46
959014;8;11;2025;Concedente;528736,97
962610;1;9;2025;Concedente;1615610,94
962610;2;8;2025;Concedente;1615610,94
962610;3;8;2025;Convenente;58795,35
962610;4;10;2025;Convenente;50000
962610;5;10;2025;Concedente;1615610,94
962610;6;11;2025;Concedente;1615610,94
962610;7;12;2025;Concedente;1615610,94
962610;8;1;2026;Concedente;1615610,94
962610;9;2;2026;Concedente;1077073,96
961012;1;12;2024;Concedente;1466262,35
961012;2;1;2025;Concedente;1201351,95
961012;3;2;2025;Concedente;1201351,95
961012;4;3;2025;Concedente;1201351,95
961012;5;4;2025;Concedente;1201351,95
961012;6;5;2025;Concedente;1201351,95
961012;7;6;2025;Concedente;535990,91
961012;8;1;2025;Convenente;80899,12
962012;1;7;2025;Concedente;862010,91
962012;2;8;2025;Convenente;58047,87
962012;3;8;2025;Concedente;862010,91
962012;4;9;2025;Concedente;862010,91
962012;5;10;2025;Concedente;862010,91
962012;6;11;2025;Concedente;862010,91
962012;7;12;2025;Concedente;862010,91
962012;8;1;2026;Concedente;574673,95
960768;1;7;2024;Convenente;53678,06
960768;2;6;2025;Concedente;797119,21
960768;3;7;2025;Concedente;797119,21
960768;4;8;2025;Concedente;797119,21
960768;5;9;2025;Concedente;797119,21
960768;6;10;2025;Concedente;797119,21
960768;7;11;2025;Concedente;797119,21
960768;8;12;2025;Concedente;531412,83
967498;1;7;2025;Concedente;501252,14
967498;2;9;2025;Concedente;501252,14
967498;3;11;2025;Concedente;501252,14
967498;4;1;2026;Concedente;501252,14
967498;5;3;2026;Concedente;501252,14
967498;6;5;2026;Concedente;501252,14
967498;7;7;2025;Convenente;5063,15
967498;8;9;2025;Convenente;5063,15
967498;9;11;2025;Convenente;5063,15
967498;10;1;2026;Convenente;5063,15
967498;11;3;2026;Convenente;5063,15
967498;12;5;2026;Convenente;5063,15
967498;13;7;2026;Convenente;3375,45
967498;14;7;2026;Concedente;334168,1
964185;1;8;2025;Concedente;477811,44
964185;2;9;2025;Concedente;477811,44
964185;3;10;2025;Concedente;477811,44
964185;4;8;2025;Convenente;4826,38
964185;5;10;2025;Convenente;4826,38
964185;6;9;2025;Convenente;4826,38
964185;7;11;2025;Concedente;477811,44
964185;8;12;2025;Concedente;477811,44
964185;9;1;2026;Concedente;477811,44
964185;10;2;2026;Concedente;318540,96
964185;11;11;2025;Convenente;4826,38
964185;12;12;2025;Convenente;4826,38
964185;13;2;2026;Convenente;3217,59
964185;14;1;2026;Convenente;4826,36
960830;1;5;2025;Convenente;3047232,11
960830;2;6;2025;Concedente;843789,74
960830;3;7;2025;Concedente;843789,74
960830;4;8;2025;Concedente;843789,74
960830;5;9;2025;Concedente;843789,74
960830;6;10;2025;Concedente;843789,74
960830;7;11;2025;Concedente;843789,74
960830;8;12;2025;Concedente;562526,49
958924;1;7;2025;Concedente;1214711,47
958924;2;8;2025;Concedente;1214711,47
958924;3;9;2025;Concedente;1214711,47
958924;4;10;2025;Concedente;1214711,47
958924;5;11;2025;Concedente;1214711,47
958924;6;12;2025;Concedente;1214711,47
958924;7;1;2026;Concedente;809807,63
958924;8;7;2025;Convenente;12348,71
958924;9;8;2025;Convenente;12348,71
958924;10;9;2025;Convenente;12348,71
958924;11;10;2025;Convenente;12348,71
958924;12;11;2025;Convenente;12348,71
958924;13;12;2025;Convenente;12348,71
958924;14;1;2026;Convenente;8232,45
962625;1;12;2025;Concedente;5317262,31
962625;2;12;2025;Convenente;826758,98
961181;1;6;2025;Convenente;57104,46
961181;2;7;2025;Concedente;808336,74
961181;3;8;2025;Concedente;808336,74
961181;4;9;2025;Concedente;808336,74
961181;5;10;2025;Concedente;808336,74
961181;6;6;2025;Concedente;808336,74
961181;7;11;2025;Concedente;808336,74
961181;8;12;2025;Concedente;538891,15
961835;1;6;2025;Convenente;54449,11
961835;2;6;2025;Concedente;808336,74
961835;3;7;2025;Concedente;808336,74
961835;4;8;2025;Concedente;808336,74
961835;5;9;2025;Concedente;808336,74
961835;6;10;2025;Concedente;808336,74
961835;7;11;2025;Concedente;808336,74
961835;8;12;2025;Concedente;538891,15
958860;1;12;2024;Concedente;382000
958860;2;9;2025;Convenente;25400
960851;1;7;2025;Concedente;1214711,47
960851;2;8;2025;Concedente;1214711,47
960851;3;9;2025;Concedente;1214711,47
960851;4;10;2025;Concedente;1214711,47
960851;5;11;2025;Concedente;1214711,47
960851;6;12;2025;Concedente;1214711,47
960851;7;1;2026;Concedente;809807,63
960851;8;7;2025;Convenente;13171,95
960851;9;8;2025;Convenente;13171,95
960851;10;9;2025;Convenente;13171,95
960851;11;10;2025;Convenente;13171,95
960851;12;11;2025;Convenente;13171,95
960851;13;12;2025;Convenente;13171,95
960851;14;1;2026;Convenente;8781,31
958975;1;7;2025;Concedente;862010,91
958975;2;8;2025;Concedente;862010,91
958975;3;9;2025;Concedente;862010,91
958975;4;10;2025;Concedente;862010,91
958975;5;11;2025;Concedente;862010,91
958975;6;12;2025;Concedente;862010,91
958975;7;1;2026;Concedente;574673,95
958975;8;7;2025;Convenente;11104,36
958975;9;8;2025;Convenente;11104,36
958975;10;9;2025;Convenente;11104,36
958975;11;10;2025;Convenente;11104,36
958975;12;11;2025;Convenente;11104,36
958975;13;12;2025;Convenente;11104,36
958975;14;2;2026;Convenente;7402,95
962697;1;7;2024;Convenente;6581,87
962697;2;1;2025;Convenente;6581,87
962697;3;7;2025;Convenente;6581,87
962697;4;10;2025;Convenente;6181,87
962697;5;1;2026;Convenente;6181,88
962697;6;8;2025;Concedente;476000
962697;7;9;2025;Concedente;476000
962697;8;10;2025;Concedente;476000
962697;9;11;2025;Concedente;476000
962697;10;12;2025;Concedente;476000
962697;11;1;2026;Concedente;476000
962697;12;2;2026;Concedente;322826,15
959551;1;5;2025;Concedente;549125
959551;2;5;2025;Convenente;1150
962039;1;8;2025;Concedente;860682,33
962039;2;6;2025;Convenente;8693,76
962039;3;6;2025;Concedente;860682,33
962039;4;8;2025;Convenente;8693,76
962039;5;10;2025;Concedente;860682,33
962039;6;10;2025;Convenente;8693,76
962039;7;12;2025;Concedente;860682,33
962039;8;2;2026;Concedente;860682,33
962039;9;4;2026;Concedente;860682,33
962039;10;6;2026;Concedente;573788,21
962039;11;12;2025;Convenente;8693,76
962039;12;2;2026;Convenente;8693,76
962039;13;4;2026;Convenente;8693,76
962039;14;6;2026;Convenente;5795,85
965570;1;8;2025;Concedente;538955,72
965570;2;8;2025;Convenente;36293,31
965570;3;11;2025;Concedente;538955,72
965570;4;2;2026;Concedente;538955,73
965570;5;5;2026;Concedente;538955,73
965570;6;8;2026;Concedente;538955,73
965570;7;11;2026;Concedente;538955,73
965570;8;1;2027;Concedente;359303,82
962115;1;8;2024;Convenente;124440,87
962115;2;6;2025;Concedente;1847946,88
962115;3;7;2025;Concedente;1847946,88
962115;4;8;2025;Concedente;1847946,88
962115;5;9;2025;Concedente;1847946,88
962115;6;10;2025;Concedente;1847946,88
962115;7;11;2025;Concedente;1847946,88
962115;8;12;2025;Concedente;1231964,61
959703;1;10;2025;Concedente;461826,77
959703;2;10;2025;Convenente;6207,91
959381;1;11;2024;Concedente;477500
959381;2;8;2025;Convenente;24198,45
962675;1;7;2025;Convenente;31985,2
962675;2;7;2025;Concedente;474980,25
962675;3;8;2025;Concedente;474980,25
962675;4;9;2025;Concedente;474980,25
962675;5;10;2025;Concedente;474980,25
962675;6;11;2025;Concedente;474980,25
962675;7;12;2025;Concedente;474980,25
962675;8;1;2026;Concedente;316653,51
960951;1;12;2024;Concedente;521613,02
960951;2;12;2024;Convenente;36104,23
960951;3;1;2025;Concedente;521613,02
960951;4;2;2025;Concedente;521613,02
960951;5;3;2025;Concedente;521613,02
960951;6;4;2025;Concedente;521613,02
960951;7;5;2025;Concedente;521613,02
960951;8;6;2025;Concedente;347742,04
964252;1;8;2025;Convenente;289717,71
964252;2;12;2025;Convenente;58703,91
964252;3;9;2025;Concedente;818790,8
964252;4;10;2025;Concedente;818790,8
964252;5;11;2025;Concedente;818790,8
964252;6;12;2025;Concedente;818790,8
964252;7;1;2026;Concedente;818790,8
964252;8;2;2026;Concedente;818790,8
940678;2;7;2023;Convenente;262,37
941589;1;3;2025;Concedente;1493247
941589;2;4;2025;Concedente;1742121,5
941589;3;5;2025;Concedente;1742121,5
941589;4;3;2025;Convenente;4983
941118;1;8;2023;Concedente;477500
941118;2;10;2023;Concedente;1193750
941118;3;12;2023;Concedente;716250
941118;4;9;2025;Convenente;40315
941118;5;11;2026;Convenente;103783
941118;6;2;2026;Convenente;63467,69
941111;1;9;2023;Convenente;49956
941111;2;8;2023;Concedente;544000
941111;3;9;2023;Concedente;1088896,01
941111;4;10;2023;Concedente;1088896,01
944904;1;2;2024;Concedente;429750
944904;2;2;2024;Convenente;18000
940564;1;12;2024;Concedente;286500
940564;2;12;2024;Convenente;15147
940562;1;9;2023;Concedente;573000
940562;2;9;2023;Convenente;22920
941027;1;7;2024;Convenente;573,57
941027;2;7;2024;Concedente;439521,75
941027;3;6;2026;Concedente;133478,25
941030;1;12;2023;Convenente;1000
941030;2;8;2024;Concedente;241468,84
941030;3;6;2026;Concedente;45031,16
941031;1;1;2025;Concedente;214359,25
941031;2;12;2023;Convenente;1000
941031;3;6;2026;Concedente;72140,75
943252;1;10;2023;Concedente;258236
943252;2;10;2023;Convenente;2766,79
953447;1;12;2023;Concedente;494222
953447;2;12;2023;Convenente;2778
941452;1;6;2023;Concedente;238750
941452;2;6;2023;Convenente;500
943171;1;7;2024;Concedente;384205
943171;2;7;2024;Convenente;5795
940658;1;8;2023;Concedente;781410
940658;2;8;2023;Convenente;782,19
953567;1;1;2024;Concedente;315609
940609;1;6;2023;Concedente;620750
940609;2;6;2023;Convenente;1000
946272;1;1;2024;Concedente;955000
946272;2;1;2024;Convenente;9646,46
945256;1;10;2024;Concedente;403585
945256;2;10;2024;Convenente;2000
944315;1;3;2025;Concedente;415404
944315;2;3;2025;Convenente;896
944315;3;4;2025;Concedente;65700
944393;1;12;2023;Concedente;324999,8
944393;2;3;2024;Concedente;812499,5
944393;3;8;2024;Concedente;487499,7
944393;4;12;2023;Convenente;200
944393;5;3;2024;Convenente;5000
944393;6;8;2024;Convenente;4801
943767;1;10;2024;Concedente;960019
943767;2;10;2024;Convenente;1981
944355;1;7;2024;Convenente;500
944355;2;7;2024;Concedente;304499,93
944355;3;11;2026;Concedente;79705,07
943772;1;4;2024;Concedente;65000
943772;2;9;2024;Concedente;1881532,5
943772;3;1;2025;Concedente;1881532,5
943772;4;4;2024;Convenente;21713,78
943772;5;9;2024;Convenente;55000
943772;6;1;2025;Convenente;55000
944628;1;12;2023;Concedente;574042
944628;2;2;2024;Concedente;1148084
944628;3;4;2024;Concedente;1148084
944628;4;12;2023;Convenente;2000
944628;5;2;2024;Convenente;4000
944628;6;4;2024;Convenente;4000
944644;1;2;2024;Concedente;574042
944644;2;5;2024;Convenente;2900
944644;3;3;2024;Concedente;1435105
944644;4;6;2024;Concedente;861063
943697;1;5;2024;Concedente;765613
943697;2;7;2024;Concedente;2800000
943697;3;12;2024;Concedente;262452
943697;4;5;2024;Convenente;20541
943697;5;7;2024;Convenente;20542,71
943702;1;6;2025;Concedente;478256,6
943702;2;10;2025;Concedente;956513,2
943702;3;3;2026;Concedente;956513,2
943702;4;6;2025;Convenente;124970,8
944649;1;7;2024;Concedente;960019
944649;2;7;2024;Convenente;9981
949432;1;10;2024;Concedente;941535,79
949432;2;10;2024;Convenente;962,11
949432;3;11;2026;Concedente;18483,21
949432;4;11;2026;Convenente;18,89
944673;1;12;2023;Concedente;1152697
944673;2;12;2023;Convenente;1303
943760;1;12;2023;Concedente;634200
943760;2;12;2023;Convenente;800
943760;3;10;2026;Concedente;133141
945633;1;1;2024;Concedente;2200000
945633;2;2;2024;Concedente;2500000
945633;3;4;2024;Concedente;2560376,33
945633;4;1;2024;Convenente;74000
945006;1;6;2024;Concedente;481104
945006;2;6;2024;Convenente;151020,36
945911;1;12;2023;Concedente;578003
945911;2;12;2023;Convenente;39583,86
943769;1;12;2024;Concedente;960019
943769;2;12;2024;Convenente;20492,85
947340;1;6;2024;Concedente;287306
947340;2;6;2024;Convenente;90000
944963;1;1;2024;Concedente;411337
944963;2;1;2024;Convenente;1000
945176;1;12;2023;Concedente;1350000
945176;2;1;2024;Concedente;2680000
945176;3;2;2024;Concedente;2671628
945176;4;12;2023;Convenente;7000
944758;1;12;2023;Concedente;381455
944758;2;12;2023;Convenente;8544,96
945217;1;10;2023;Concedente;1385562
945217;2;12;2024;Convenente;1388,45
945241;1;12;2023;Convenente;9000
945241;2;11;2026;Concedente;166718,23
945241;3;6;2025;Concedente;793300,77
945822;1;10;2023;Concedente;955000
945822;2;10;2023;Convenente;10000
946595;1;12;2023;Concedente;534800
946595;2;12;2023;Convenente;196000
952745;1;12;2023;Concedente;861063
952745;2;1;2024;Concedente;1004573,5
952745;3;2;2024;Concedente;1004573,5
952745;4;12;2023;Convenente;59790
949504;1;1;2024;Concedente;287306
949504;2;1;2024;Convenente;2694
946514;1;12;2023;Concedente;574042
946514;2;1;2024;Concedente;861063
946514;3;2;2024;Concedente;861063
946514;4;3;2024;Concedente;574042
946514;5;12;2023;Convenente;658
946514;6;1;2024;Convenente;987
946514;7;2;2024;Convenente;987
946514;8;3;2024;Convenente;658
946614;1;11;2024;Concedente;287306
946614;2;11;2024;Convenente;2694
944708;1;2;2024;Concedente;287306
944708;2;2;2024;Convenente;694
952723;1;1;2024;Concedente;1050594,44
952723;2;2;2024;Concedente;1050594,44
952723;3;4;2024;Concedente;1400792,57
952723;4;1;2024;Convenente;10612,07
952723;5;2;2024;Convenente;10612,07
952723;6;4;2024;Convenente;14149,41
950284;1;12;2023;Concedente;481104
950284;2;12;2023;Convenente;3896
945029;1;10;2023;Concedente;253391
945029;2;10;2023;Convenente;1500
945916;1;10;2023;Concedente;287306
945916;2;10;2023;Convenente;5000
945766;1;12;2023;Concedente;960019
945766;2;12;2023;Convenente;39981
950945;1;4;2024;Concedente;466307,91
950945;2;4;2024;Convenente;4852,96
950945;3;12;2026;Concedente;14796,09
950945;4;12;2026;Convenente;147,04
947453;1;1;2024;Concedente;600000
947453;2;4;2024;Concedente;700000
947453;3;7;2024;Concedente;700000
947453;4;1;2024;Convenente;172681,95
947789;1;10;2024;Concedente;47889367
947789;2;10;2024;Convenente;17284037,83
948671;1;5;2025;Concedente;223290,9
948671;2;5;2025;Convenente;2232,91
948671;3;12;2025;Concedente;15565,1
948671;4;12;2025;Convenente;155,65
944555;1;7;2024;Convenente;5000
944555;2;1;2025;Concedente;292950
944555;3;10;2026;Concedente;157050
948152;1;12;2023;Convenente;31779,8
948152;2;12;2023;Concedente;960019
945254;1;1;2024;Convenente;3021,2
945254;2;1;2024;Concedente;396978,74
945254;3;2;2024;Concedente;35021,26
946238;1;12;2023;Concedente;1000000
946238;2;12;2023;Convenente;1200
944281;1;12;2023;Concedente;534800
944281;2;12;2023;Convenente;20180,39
945637;1;3;2024;Convenente;5750
945637;2;3;2024;Concedente;1149904,6
945637;3;5;2024;Concedente;2296934,2
945637;4;7;2024;Concedente;2296934,2
946599;1;1;2025;Convenente;24280,15
946599;2;12;2023;Concedente;238750
945465;1;12;2023;Concedente;1108754,6
945465;2;4;2024;Concedente;2217509,2
945465;3;8;2024;Concedente;2217509,2
945465;4;4;2024;Convenente;110875,46
946127;1;3;2024;Concedente;957183,8
946127;2;4;2024;Concedente;1914367,75
946127;3;3;2024;Convenente;48342,62
946127;4;12;2024;Convenente;1657,38
946127;5;5;2024;Concedente;923573,6
946127;6;12;2024;Concedente;990793,85
948069;1;12;2023;Concedente;351563
948069;2;12;2023;Convenente;10000
945120;1;12;2023;Concedente;238856
945120;2;12;2023;Convenente;1144
945753;1;12;2023;Concedente;481104
945753;2;12;2023;Convenente;64137,83
946325;1;11;2023;Concedente;281725
946325;2;11;2023;Convenente;2817,25
949080;1;12;2023;Concedente;481104
949080;2;12;2023;Convenente;107710,38
945664;1;10;2023;Concedente;1441714
945664;2;10;2023;Convenente;375821,93
945161;1;1;2024;Concedente;861063
945161;2;12;2023;Convenente;28992,02
945161;3;12;2023;Concedente;861063
945161;4;2;2024;Concedente;1148084
945768;1;12;2023;Convenente;9952
945768;2;12;2023;Concedente;455000
950151;1;1;2024;Convenente;500,5
950151;2;1;2024;Concedente;399486,65
950151;3;10;2024;Concedente;81617,35
944225;1;12;2023;Concedente;286500
944225;2;12;2023;Convenente;2865
949637;1;7;2024;Concedente;456879
949637;2;7;2024;Convenente;500
948854;1;12;2023;Concedente;9575191
948854;2;12;2023;Convenente;10000
945401;1;7;2024;Concedente;437500
945401;2;7;2024;Convenente;29632,08
945654;1;1;2025;Concedente;695917
945654;2;2;2025;Convenente;138423,73
950075;1;12;2023;Concedente;296050
950075;2;12;2023;Convenente;422751,43
947445;1;11;2023;Concedente;957183,8
947445;2;1;2024;Concedente;1914367,6
947445;3;2;2024;Concedente;1914367,6
947445;4;12;2023;Convenente;214081
945892;1;1;2024;Concedente;1435392,9
945892;2;1;2024;Convenente;5000
945892;3;7;2024;Concedente;1679094,55
945892;4;12;2024;Concedente;1679094,55
945775;1;12;2023;Concedente;238856
945775;2;12;2023;Convenente;11144
946368;1;12;2023;Concedente;286337
946368;2;12;2024;Convenente;32632,12
950028;1;12;2023;Convenente;19145,91
950028;2;12;2023;Concedente;475147,75
950028;3;1;2024;Concedente;950295,5
950028;4;2;2024;Concedente;475147,75
959775;1;12;2024;Concedente;562393,77
959775;2;11;2025;Convenente;59145,54
963775;1;12;2024;Convenente;5795
963775;2;9;2024;Concedente;384205
962361;1;7;2024;Concedente;578003
962361;2;8;2024;Convenente;6000
964983;1;11;2025;Concedente;5747787,77
964983;2;11;2026;Concedente;39046642,9
964983;3;11;2027;Concedente;5514008,31
964983;4;11;2025;Convenente;14237,07
964983;5;11;2026;Convenente;2175287
964983;6;11;2027;Convenente;106778,05
964532;1;12;2024;Concedente;481104
964532;2;12;2024;Convenente;1000
961806;1;9;2024;Convenente;1000
961806;2;9;2024;Concedente;636143
961807;1;7;2024;Concedente;1249036
961807;2;7;2024;Convenente;13000
961781;1;11;2024;Concedente;834990,59
961781;2;11;2024;Convenente;5009,41
965778;1;12;2024;Concedente;481104
965778;2;12;2024;Convenente;7409,67
964056;1;12;2024;Concedente;405875
964056;2;12;2024;Convenente;4100
962993;1;12;2024;Concedente;440406
962993;2;12;2024;Convenente;10000
959690;1;12;2024;Convenente;2000
959690;2;12;2024;Concedente;1432500
962731;1;11;2024;Concedente;960019
962731;2;11;2024;Convenente;2000
963720;1;1;2025;Convenente;3500
963720;2;1;2025;Concedente;382000
966688;1;8;2024;Concedente;960019
966688;2;8;2024;Convenente;2000
965631;1;12;2024;Convenente;18943
965631;2;12;2024;Concedente;482582
965989;1;1;2025;Concedente;2000000
965989;2;1;2025;Convenente;491663,69
964963;1;11;2024;Concedente;18331410,55
964963;2;2;2025;Concedente;27497115,83
964963;3;11;2024;Convenente;39115,07
964963;4;2;2025;Convenente;58672,6
965247;1;8;2024;Concedente;924882,94
964519;1;8;2024;Concedente;23804982
964519;2;8;2024;Convenente;1005200,35
962602;1;7;2025;Concedente;1749594,87
962602;2;9;2025;Concedente;1749594,87
962602;3;8;2025;Concedente;1749594,87
962602;4;9;2024;Convenente;117817,84
962602;5;10;2025;Concedente;1749594,87
962602;6;11;2025;Concedente;1749594,87
962602;7;12;2025;Concedente;1749594,87
962602;8;1;2026;Concedente;1166396,6
963000;1;5;2025;Convenente;13127,12
963000;2;6;2025;Concedente;1299585
964953;1;9;2024;Concedente;25000000
962958;1;8;2024;Concedente;756360
962958;2;10;2024;Concedente;756360
962958;3;12;2024;Concedente;1008480
962958;4;8;2024;Convenente;780
962958;5;10;2024;Convenente;780
962958;6;12;2024;Convenente;1040
962824;1;12;2024;Concedente;960019
962824;2;12;2024;Convenente;31452,12
963829;1;12;2026;Convenente;5150
963829;2;12;2026;Concedente;505981,46
971902;1;8;2025;Concedente;636143
971902;2;8;2025;Convenente;60340,61
971959;1;1;2025;Concedente;960019
971959;2;1;2025;Convenente;38400,76
965286;1;1;2025;Concedente;481104
965286;2;1;2025;Convenente;266493,89
965288;1;7;2024;Concedente;960019
965288;2;7;2024;Convenente;1000
964460;1;7;2024;Concedente;481104
964460;2;7;2024;Convenente;20000
962951;1;7;2024;Convenente;2500
962951;2;7;2024;Concedente;716250
962951;3;8;2024;Concedente;835625
962951;4;9;2024;Concedente;835625
964537;1;1;2025;Concedente;723352
964537;2;1;2025;Convenente;724,08
961830;1;10;2025;Concedente;960019
961830;2;10;2025;Convenente;94883,48
963800;1;11;2024;Concedente;496600
963800;2;11;2024;Convenente;3000
963800;3;2;2025;Concedente;993200
963800;4;6;2025;Concedente;993200
963800;5;2;2025;Convenente;6000
963800;6;6;2025;Convenente;6000
963981;1;2;2025;Concedente;659540
963981;2;2;2025;Convenente;4460
964839;1;11;2024;Concedente;1000000
963747;1;7;2024;Concedente;1441714
963747;2;7;2024;Convenente;3000
964634;1;7;2024;Concedente;955000
964634;2;7;2024;Convenente;1000
964476;1;12;2024;Concedente;881339
964476;2;12;2024;Convenente;3661
965218;1;9;2024;Convenente;4848,58
965218;2;8;2024;Concedente;19200,38
965218;3;9;2024;Concedente;460809,12
964794;1;11;2025;Concedente;403585
964794;2;11;2025;Convenente;86315
963655;1;12;2024;Concedente;384205
963655;2;12;2024;Convenente;16795
962808;1;7;2024;Concedente;481104
962808;2;7;2024;Convenente;10000
963459;1;7;2024;Concedente;1951220
963057;1;9;2025;Concedente;2870210
963057;2;9;2025;Convenente;535589,43
966151;1;9;2024;Concedente;384007,6
966151;2;11;2024;Concedente;288005,7
966151;3;1;2025;Concedente;288005,7
966151;4;9;2024;Convenente;1992,4
966151;5;11;2024;Convenente;1494,3
966151;6;1;2025;Convenente;1494,3
965044;1;12;2025;Concedente;477500
965044;2;12;2025;Convenente;500
964743;1;11;2024;Concedente;1000000
966335;1;10;2024;Concedente;636143
966335;2;10;2024;Convenente;13857
